丁守中,中國,主委,侯友宜,候選人,價值,兩岸,出席,北農,協助,協商,參加,參選,參選人,受訪,台北,台南,台灣,吳音寧,呼籲,回應,國家,國民黨,國際,團隊,團體,大陸,委員,委員會,姚文智,媒體,學生,官員,宿舍,市府,市民,市長,建設,影響,持續,捷運,推動,提供,提名,支持,政府,政治,政黨,文化大學,文大,新北,新北市,時代力量,期間,朱立倫,林為洲,柯文哲,機會,正義,歷史,民眾,民調,民進黨,活動,爭議,產業,發展,社會,秘書長,立委,立法院,競選,經濟,縣長,總統,總統府,總經理,美國,臉書,舉辦,蔡英文,蘇貞昌,解決,計畫,討論,記者會,調查,議員,議題,質疑,軍人,造勢,選舉,關係,陳其邁,陳菊,面對,馬英九,高雄,黨團
1.0000000000000002,0.018521442498122508,0.10970050824841371,0.02038741750669394,0.08932475729634451,0.0,0.12864170014967993,0.14063683912334682,0.02409121884624452,0.05392561812486105,0.0032295894039929152,0.08500717142427484,0.3250028431170163,0.4194440573477279,0.10561948627053701,0.3228667721742938,0.007670304426764127,0.014571544586662495,0.04154126875996106,0.006592371765401569,0.10450705889825662,0.02155464191187013,0.24110194178821637,0.004908616378355391,0.09263441742866316,0.07331371589416953,0.0,0.0008780727797305831,0.0,0.2724211320796103,0.1687678865740225,0.009456958498247979,0.0,0.0049598025006287955,0.09741121306525048,0.08284999632944791,0.3070572801420014,0.053028303354155634,0.0520570585053229,0.018100186608345004,0.009737578436320022,0.02697576136613306,0.0932705662570299,0.01880622583342199,0.09918477709362226,0.010275896099918668,0.035627320799680604,0.019317530637337973,0.003494768207258229,0.005431142319611999,0.02393194491385507,0.026990463232840385,0.05449932119238044,0.042876858065357015,0.0018260553580980658,0.00687163963844502,0.2975414044769932,0.07228416830615715,0.003392994945502031,0.006778512213921852,0.06789902075768411,0.0742526684869254,0.15164354599374644,0.16002271961831105,0.03883994640616132,0.0,0.09450077706327652,0.0467365542209098,0.008525529490288517,0.04588190841272936,0.006691240390761741,0.07999077710535776,0.08712249299210928,0.019205719504118642,0.0699860548699247,0.011727303084550632,0.06306409239624165,0.0,0.07787410147345877,0.09419635761646003,0.02570755587436925,0.00270166313735743,0.0,0.0,0.03583470350622215,0.00703638185073038,0.0032557403524021175,0.2582085896747923,0.0148906499723244,0.09610600397301056,0.0,0.24961061798438253,0.08770537204560784,0.0012710585333841307,0.0,0.011683620216227783,0.06059964013243636,0.2321413647147942,0.0018414254703363418,0.0
0.018521442498122508,1.0000000000000002,0.03463110088438886,0.0018565548734242856,0.04309616764504311,0.17061392189294952,0.2551190371614997,0.10132102660766262,0.004106862762545989,0.026115833197369626,0.006308413918730906,0.20888342841667953,0.014313834399123265,0.014854059317590476,0.04562102311840458,0.10900623551231636,0.016041912436077357,0.5417835942341475,0.006925030538903838,0.1006746959163584,0.13361595090466633,0.34312869814817115,0.17101080443917957,0.39572649602476684,0.027564017987214036,0.00897836825938398,0.4660960358603655,0.07016543347889267,0.12184856302784479,0.06323529410909991,0.09623797912160058,0.1939606594346688,0.12220423205437544,0.005636695076718146,0.015222003182981366,0.005976763237503406,0.05293973824950453,0.0348757979131084,0.33216763571287583,0.08540398609523332,0.0,0.08063507961662361,0.0769667180159004,0.047780580687435674,0.18334153214854532,0.28399517674292923,0.4093946903636447,0.03811441732475962,0.0037234867364223725,0.005015043583015753,0.0028331327216640414,0.002323788326609441,0.007885517398413634,0.2566948177940575,0.0,0.0,0.03536498795168485,0.24332236349189978,0.07531360049672539,0.2985150615836359,0.1968509896384945,0.03530275909195276,0.040449787016816806,0.12273770241632587,0.029039905087987868,0.0074599128809679695,0.25332281106649057,0.2108976302113818,0.08326533526923363,0.016712716191286302,0.010456094254574387,0.009131341272893782,0.381611051812246,0.008974849400436604,0.2337470317168121,0.06997092437557946,0.020361025365845036,0.4936141593535752,0.02694773193883654,0.05543757686157464,0.05185842282295084,0.004797460213688854,0.024331212329815777,0.042398571773149804,0.09454080575236026,0.024156628653473865,0.05723545524557089,0.04238040802141351,0.17663237238329238,0.04683216727094576,0.01531383490415421,0.03356607944173982,0.06322209204329508,0.2735573292813697,0.0017006103870413247,0.017190462830735633,0.11837034540951329,0.0319140753236765,0.00850173724527971,0.005592310618260602
0.10970050824841371,0.03463110088438886,1.0,0.03211581115998261,0.08553483580975398,0.026958193300859606,0.2082990786639939,0.09928102107770059,0.05019342431993697,0.04583148624344208,0.03234983196103153,0.0767109399503677,0.1362882345480277,0.13246723636567426,0.07243682090798723,0.11289136391799477,0.05463548254185607,0.02060594932339554,0.05321633834842135,0.06603381797442177,0.0628089587472707,0.03894782241284181,0.14270726968474368,0.050260768828614216,0.060187542319380574,0.03714012607528791,0.18921134999403724,0.2040531092461247,0.29668896597991595,0.07847417463073697,0.061905541772886236,0.009472752725239071,0.0043976760025353345,0.018547520883789845,0.03772857512543913,0.050138804165506465,0.11559681675389274,0.055084158187999784,0.011587555529509706,0.01036023773564956,0.017340162366996138,0.06304856610105097,0.053124781007794074,0.146836945304908,0.07979953997932183,0.06487745679058296,0.06344324016567204,0.0515994484621763,0.023337365859941395,0.02031012839383573,0.04745954703081066,0.04260145770061551,0.02156655464068768,0.04090330231825704,0.024388067788835763,0.05506492864402461,0.05893075931540892,0.05036862005093146,0.002265774429321456,0.02942261019657558,0.03331220574629354,0.1007684039819903,0.14602954975950852,0.05387898362350847,0.08736519558794142,0.04348292273197511,0.1331271696808275,0.22030404580620944,0.13094311120208926,0.09741638520218693,0.07506705410369317,0.15071012651883778,0.14406145659857972,0.08370128482458317,0.1362284077774813,0.1033726236628054,0.045941394042138935,0.014904348637840644,0.021334471202141426,0.04672753505482331,0.06180117720003507,0.03788645323181923,0.0426995996931293,0.02813693806232313,0.027348229830942587,0.08457760117865898,0.0065223556393108045,0.08793067201290054,0.07557196343860276,0.0746252032886588,0.06581565103748455,0.08738825134945645,0.14497004996191606,0.05601997939236762,0.03837155079344767,0.08693756112799415,0.06537014466829248,0.1125140651372682,0.01967467590705526,0.0344131462085831
0.020387417506693938,0.0018565548734242856,0.03211581115998261,1.0000000000000002,0.15609929040133033,0.02185164149461597,0.0,0.14338840467724268,0.00618203871465551,0.03636362319231027,0.0025898241771396702,0.11975403828652899,0.3280116724980572,0.35935291022303306,0.13276796223588402,0.23751799780178218,0.016743997299692358,0.015551354641537299,0.009857678462814434,0.08194007520124197,0.24408131202092034,0.07574799346379456,0.22849376017058945,0.007872488903543879,0.09536460835063204,0.027368057408025444,0.0010327947327531887,0.02288425848228458,0.013855316174894237,0.007852989583708595,0.24064997412986144,0.42894642149155776,0.13136383842044502,0.5679571353347196,0.2101281326227318,0.192565908460636,0.3497909510115989,0.0850473325986861,0.0563555071522676,0.081903993422618,0.02733014794542838,0.03154666711622771,0.22603229586614937,0.07598407204994301,0.12361740111672337,0.15019807465174662,0.06507549575197018,0.05593909431212046,0.6060346584172919,0.5326483790835984,0.5620680283278491,0.5902851766362247,0.08740656597846388,0.057714607903047256,0.21525549330654262,0.0032144016292916244,0.047337468267556214,0.08190712511585577,0.16665266963331898,0.0013589308593645823,0.11667550769210354,0.026410464504717086,0.18475416669342756,0.0959726886606434,0.32621285169054187,0.0012633038165049467,0.01920468628852704,0.0920422480748192,0.08203998577491575,0.12736016249085733,0.02736527256371317,0.31098875966482753,0.02495141802199876,0.0976758045348277,0.04388276334604431,0.0009404184019016086,0.00383116792426319,0.006304948353146974,0.11768977976274546,0.07229925827848246,0.018965818281355736,0.22070988690993706,0.15565899020758817,0.02956476276286291,0.10262868246425348,0.21347497723166514,0.06526986889351594,0.27965309598038185,0.14806701101794542,0.44538073412128526,0.0,0.031093440734668024,0.29629706883009416,0.02650097595144744,0.0,0.002676901287035285,0.22708891978473103,0.023269417704819908,0.0059065938197366075,0.0068875163068690196
0.08932475729634451,0.04309616764504311,0.08553483580975398,0.1560992904013303,1.0,0.10176144730133678,0.010301315934205092,0.17660431427533918,0.002491380718504861,0.053865750069513454,0.006262242910851495,0.13364653220481965,0.28599536541227805,0.18073577687458178,0.11439192271559565,0.27585413029647776,0.06940679336890984,0.09584381998968339,0.015342744453209283,0.025565499628245683,0.09456599684927791,0.13767735572048428,0.1850528039383064,0.012690549487783748,0.15211072898703756,0.08823529411764706,0.05993560382025535,0.05334819271746326,0.08614905834010145,0.3291370249185474,0.13519962246396153,0.07793329014913393,0.010641212682446227,0.08078417005184613,0.06547924067469822,0.07865054143384648,0.34098434395629124,0.04316027751436786,0.051591427547201904,0.10027613959936449,0.046154466847460954,0.25281512746687174,0.1312075299219765,0.3104257377605871,0.2718760404267213,0.10626763872799044,0.17500807996860787,0.1803490238900685,0.10842288448885458,0.07161148740394328,0.20155512880707932,0.19876759681079348,0.10958925093990117,0.05542609640044855,0.06609419385101055,0.054777497675686834,0.1926984453716822,0.17469285687481456,0.12061664541386609,0.01314368012394108,0.14688336807994273,0.14397751189955132,0.38868817202964007,0.19469018040249816,0.0845602656274656,0.0,0.01840757352707045,0.19723868147722037,0.09367670921043597,0.18097357565924252,0.015569349831298674,0.22711631840800728,0.026814662984664023,0.15810794367806327,0.0818076513019377,0.045478982878651514,0.004940712065480094,0.03213026334488141,0.07743566558744697,0.28875897866704114,0.030573133658849765,0.174619419716411,0.06494509160627365,0.02042518425514167,0.1257334162198936,0.22436298220134746,0.029460434075277733,0.24069489441767994,0.11164338295323264,0.1877961827055686,0.02229590529560782,0.3070034427477272,0.2772637634496318,0.02464609674567638,0.009284900313551104,0.1165103456070926,0.10846522890932807,0.014520228062301072,0.041656572546821403,0.011102761478760804
0.0,0.17061392189294952,0.026958193300859606,0.021851641494615968,0.10176144730133678,1.0,0.06873700853214598,0.12752860420956888,0.013427153888239366,0.09107651110783745,0.03,0.10670819872958852,0.0995707793558072,0.0851035063366931,0.07513009550107068,0.13408189554452518,0.12006990767800654,0.42597527636682553,0.028875469230187516,0.02041241452319315,0.09707772025358603,0.253223667233829,0.13255336293971678,0.12665739005621487,0.023256512735476586,0.003913901819282184,0.2911163474203552,0.04893906951642069,0.07642723006446789,0.1268031046765934,0.08648126194378149,0.13909060022038777,0.06627135046075258,0.023036066881273166,0.030162104490687194,0.05611684468205076,0.12655564738735114,0.06385368352263074,0.11820442620364918,0.06004805767690768,0.0025125945381480304,0.08004661916852003,0.06795295885835007,0.055991357393161426,0.19240792736991483,0.1706599913980699,0.31501154206570814,0.1761195887476349,0.027052728459362813,0.018498501834898592,0.022455190465957856,0.024058729664367347,0.34374999999999994,0.16595320914613032,0.014135352282246896,0.0,0.0821598357755868,0.20435597284239979,0.07091525583352128,0.044601144767118316,0.032179654930686044,0.00927071165604135,0.17129300349819718,0.09576685165115001,0.037977726265637494,0.07479526483197954,0.11624203541281944,0.09576635971035923,0.02969795685085057,0.13296043263104723,0.018646693428706757,0.08403460796876025,0.09313259294139081,0.078247357161896,0.15215291717243423,0.03268085027479463,0.014793158385348464,0.1437145199090268,0.17620814943300864,0.004166666666666667,0.18785617697563056,0.01777635930990667,0.08838834764831843,0.08697707640712561,0.07925532811853017,0.04720567261914779,0.037803648681820866,0.06689119387618835,0.06916041689656101,0.10726707814441414,0.03051746193771538,0.018759382037114507,0.15595004464789228,0.13578047830952292,0.03459585919406644,0.05426519638277869,0.05773502691896257,0.01739020859100631,0.027083229135206846,0.017729688287117448
0.12864170014967993,0.2551190371614997,0.2082990786639939,0.0,0.010301315934205092,0.06873700853214598,0.9999999999999999,0.026314250673608416,0.0,0.03852508874521545,0.022559838697729963,0.0942866902500392,0.03444327772620549,0.03756367908718114,0.1096714776137719,0.10345041500334652,0.018604105423538162,0.14426126843939993,0.017766161676935323,0.10936893503017901,0.07984585401275927,0.157209550850481,0.21710176853889707,0.1300103481742372,0.05902460729820612,0.006622274529131844,0.14507061324824372,0.06593676821558349,0.10776162389804335,0.14691964242077024,0.08509695331163997,0.01238629541582523,0.044564615650898684,0.0,0.028919219013994135,0.0135641460455639,0.10496599232887617,0.0,0.036363719843346146,0.05644477063762595,0.0,0.07851473116262744,0.05629012982129635,0.03410521176393014,0.11060416620114447,0.22268366371193393,0.09609131626387664,0.08433741892196843,0.0,0.0,0.0006332318435485161,0.0007141592901321293,0.019387361380861688,0.034764577990139635,0.0,0.002000036000972029,0.1431786451391955,0.021953513258296305,0.011850642465277733,0.07250520140049162,0.30127664720272845,0.09411559180805605,0.10626941954664813,0.06223135351602557,0.05711809191062162,0.004585242146639818,0.16842148006575175,0.20044394212869984,0.2717145637951963,0.02362671781052972,0.059594406099666486,0.009977932635801075,0.11048657993948824,0.010591486536576235,0.18267901904025957,0.18841464829103008,0.0,0.06156591774399442,0.04881858245445475,0.08459939511648737,0.07721788864005293,0.004718021160757468,0.07178496716537797,0.003065920022101388,0.02234984272862128,0.04300769145773513,0.061120502178739704,0.026049155821557354,0.09101445788482684,0.09172307668080208,0.05593810777579153,0.110034244534863,0.0636916938753146,0.3229663172059299,0.0,0.023318363377069082,0.18112791814153043,0.15365878445375059,0.004019692636210046,0.045622594184442714
0.1406368391233468,0.10132102660766262,0.0992810210777006,0.1433884046772427,0.17660431427533918,0.12752860420956885,0.026314250673608416,1.0,0.10097737988808597,0.0982069491981642,0.024883630089671975,0.23720566946185756,0.2510718207113323,0.30752457092150126,0.2727284454426424,0.3437872196881742,0.021012924255371112,0.15850184978628595,0.0731590613080413,0.06603154639018421,0.2616949920800466,0.14849160588221894,0.16360107898648377,0.14371732128806597,0.10030911974812642,0.08570503486891459,0.007938664660015946,0.10824726246927596,0.1179107891455535,0.1920630509300881,0.3607979941989155,0.08197292474608207,0.15222200957615814,0.11770137188954657,0.15311070077794797,0.09575251233378701,0.3027431528702188,0.07868894753646338,0.06684898219576217,0.15539822010288765,0.017506292454729618,0.152419861387835,0.2536374437594822,0.09139839559870722,0.22281720408084824,0.16410744781844194,0.06466107803847967,0.09591875187947,0.06731700878991258,0.11549593274261348,0.18104039561995983,0.19913605819893587,0.17107495686649482,0.07551119119700618,0.04220866528543587,0.038826498610485094,0.22327986322934817,0.1549750380137243,0.0575138338744704,0.09139845547913138,0.08114232514379269,0.05536535028406638,0.2035918876253175,0.29632421593180724,0.15120379072655085,0.12947323148090645,0.16756689658412727,0.09743882206496358,0.14122976811516014,0.19579294684526186,0.05774190136405677,0.21351089646762883,0.20138075930878696,0.11994002273244161,0.2053681595542485,0.11204339496387677,0.08245607577064262,0.16884065871412038,0.08923245885545422,0.2115108557622118,0.22184274796915804,0.17173213565283374,0.12668676175400162,0.12444756024677284,0.11832961605222495,0.1481864255973854,0.047661728498476205,0.27266025204144345,0.1560339089350715,0.17909432677931358,0.024680020109346997,0.22033031900817018,0.1297994871303931,0.18803262306242213,0.23120523687153002,0.24177069888009955,0.07901613791877951,0.15866822317897344,0.19437532756737047,0.015441265172963717
0.02409121884624452,0.00410686276254599,0.05019342431993698,0.00618203871465551,0.002491380718504861,0.013427153888239366,0.0,0.10097737988808599,1.0000000000000002,0.04710423197995668,0.0,0.006792473625974583,0.02091587406080833,0.023847607847197198,0.24052559968237083,0.3185238438269655,0.0,0.03310221773534914,0.7619586079059391,0.014617633655117155,0.1351754433000068,0.021554296614956097,0.07897629775782533,0.002418699758033857,0.06106589385659504,0.24290962005422395,0.0038077213965981268,0.0,0.0,0.008554149719802465,0.2213686600981256,0.013105901007485803,0.014602430703884603,0.006598588053218755,0.10079781440452582,0.020093053580488605,0.14622394324077476,0.0014516372232623023,0.008977812643516785,0.02866753817307423,0.0,0.029907430227728963,0.07400698112212815,0.022453896554264375,0.06271037619077782,0.10356962563016911,0.09713882964301024,0.025383015267801616,0.003874572246619917,0.004014258276186856,0.002680082648676814,0.0018135593855944413,0.0,0.0,0.0,0.0,0.24107285846293303,0.006968683416725758,0.002507825654256605,0.0,0.021508040901499277,0.004425929673214636,0.12891900126752143,0.01789045223669122,0.134471161379493,0.012420174296556305,0.022006677731011327,0.02235190698765002,0.022054820800937423,0.008695428627014693,0.000989124038218538,0.005278809886008936,0.006132748051787573,0.0007471212842387957,0.04732561197953344,0.043339338848215045,0.7641517343718847,0.0,0.14020586303993396,0.0019892079834428695,0.049402424651458485,0.0,0.011815292615976112,0.020761859371868967,0.04540473545004413,0.06240864794142966,0.3441120872270113,0.15206913929204416,0.10125479772365294,0.14702331104737412,0.0,0.0,0.05262993114664646,0.046033686820872076,0.0,0.017271161898834958,0.10853039276555738,0.03874387077452251,0.044914049563818365,0.0015870616868109402
0.05392561812486105,0.026115833197369622,0.045831486243442084,0.03636362319231027,0.053865750069513454,0.09107651110783745,0.03852508874521545,0.0982069491981642,0.04710423197995668,0.9999999999999999,0.03946648814672956,0.07774888357514155,0.09189473314575408,0.09660579968932144,0.02683367442131824,0.0716420393270023,0.14740958854102185,0.0713079182988022,0.027095702363322583,0.04957577328158355,0.0933269451516589,0.0691285908119985,0.06438665510485506,0.17226366367234533,0.11296650882571714,0.09505720600502372,0.038741715067767,0.16838310009584848,0.08816918926016493,0.04351715850162853,0.04915774624367022,0.04667116114303972,0.07738158187654001,0.029838856550302745,0.15383531770218226,0.06571191121742037,0.13043707891634712,0.0775409428883362,0.06850866104811404,0.15070044031330074,0.015255889624208718,0.17327828335867157,0.36102024071592154,0.03807624787725668,0.09435915318491861,0.2757366448079177,0.06102704231449148,0.04842372130077504,0.009855472496105869,0.026548032850882922,0.05317365050143681,0.04766788768072529,0.0,0.2821362001953378,0.0,0.0,0.03026763180256179,0.13589735482611945,0.0542213034349759,0.08920726775728005,0.14067891358756815,0.006754752584952065,0.07830974311302723,0.05814740485445723,0.05380478145906489,0.24878943849382956,0.25554632140107925,0.10078831734304883,0.04407799891418113,0.08404817317591395,0.09309067245008869,0.053709325656909175,0.1442947542595616,0.0646135663963434,0.07418692051516051,0.074962641469808,0.05389237016012751,0.03910016027853787,0.022524103128599145,0.12143534814378326,0.05026456665694003,0.022856594627938223,0.18461568001866946,0.20794117746992105,0.05774639017394091,0.10142004434150492,0.08875351861645567,0.056087073111223525,0.1287772959885805,0.016807761263010753,0.06485322576024463,0.02278052088639234,0.06856807021757969,0.06452041169209433,0.07802154667477418,0.056483254412858556,0.10516609640992376,0.007039286781806205,0.14020935266854076,0.014801949728684686
